score,title,user_name,user_country,review_date,is_verified,review_body,airline,seat,aircraft,layout
10,best airline experience,J Bitar,Indonesia,28th February 2016,,"I travel an average of 6 times a year ever year and this was my best airline experience. Not only because of a great experience overall but because amid an unfortunate circumstance we could rely on efficient, honest and reliable people. My mother and I were traveling from Singapore to Paris for both leisure and Business. The trip felt short, and very smooth with a great choice of free movies. We had a very short and pleasant stopover in Doha where unfortunately my mum forgot her wallet (containing a very large sum of cash for the trip, all her credit cards, ID, drivers license, etc) on a seat in the boarding room of Hamad international airport! Luckily we were the last people to board the flight as we were sitting at the very end of the room- and thank goodness the Qatar staff are honest people with beautiful hearts and a great work ethic! I could not thank you all enough for all your help from efficiently locating the pouch to breezily contacting us to let us know and track down its every move all the way from Doha to Paris! Such brilliant people who effectively did their job and returned to us the wallet absolutely intact! Nothing was missing, and it this day and age this is very rare.",Qatar Airways ,Economy Class,A380,3x4x3
10,A38 legroom is very spacious,Juraj Krajcik,Slovakia,26th February 2016,,"Cabin layout in Qatar Airways A380 looks very trendy with nice lighting system, enough space between the aisles. 3x4x3 is goods for the A380, but the same layout in 777 feels very tight. Legroom in economy class is very spacious. I advise to take window seat at the front of the aircraft.",Qatar Airways ,Economy Class,A380,3x4x3
10,nicest Economy class seat,Tobias Boerner,United Kingdom,12th February 2016,,"This A350-900 of Qatar Airways had the nicest Economy class seat experience I have ever had. I am only small, but the space is more then I had in other economy seats, and seat comfort is wonderfull. Every seat was equipped with a 9"" Screen, a USB-Port (not only for charging your mobile, also to play music) and a remote control for the Screen. ",Qatar Airways ,Economy Class,A350-900,3x3x3
7,found seating uncomfortable,G Secomb,Australia,8th February 2016,,"Unfortunately Qatar Airways is following the industry trend with their new 777-300s. The DOH-BKK flight was on a new aircraft that was configured in the 3-4-3 seating layout. I found the seating uncomfortable and the cabin was jam-packed. Cabin crew were struggling to accommodate the passengers cabin baggage in the overhead lockers. Qatar Airways are a great airline, and have great service - but their new direction in cabin layout are concerning. Also flew on a 787 on the same journey - I agree with other reviewers.",Qatar Airways ,Economy Class,Boeing 777-300 ER,3x4x3
9,A350 seats very comfortable,Fawwaz Asrar,United Kingdom,7th February 2016,,A350 seats were very comfortable with good Leg space. Reclining Angle was more then the other airlines and a very good enviroment was created using lights. A330 seats were Ok. Leg space was just like some other airlines and reclining angle for seats was great. You cannot stretch your legs properly at window seats due to IFE box placed under seats,Qatar Airways ,Economy Class,A350-900 / A330,3x3x3 / 2x4x2
9,recommend Qatar Airways ,Firldeal Breure,United States,9th November 2015,,"I upgraded to Business class and enjoyed the first leg of the journey from Vietnam to Doha and enjoyed a fabulous flight. My seat was comfortable and did lay flat. Movie choices were somewhat limited, but found the selection varied and enjoyable. The second leg from Doha to Brussels was aboard a Boeing 787. My seat was in the front row and was tight for me, but should be comfortable for an average size person and under 6ft. I am very tall and had some extra space allotted to the first row giving me some much needed stretch room. In hindsight, wished I'd upgraded both flight legs from my origination airport as the price quoted was less expensive than that given in Doha. Thankfully the flight was less than six hours and the time went quickly. Seat reclined easily and was pleasantly surprised by the larger size of the bathroom. Was able to stretch effectively briefly. Stewards were very helpful throughout. When my selected meal did not meet my criteria, the concerned attendant offered a suitable replacement meal. I'd recommend Qatar Airways for their excellent service.",Qatar Airways ,Premium Economy,Boeing 777-300,3x3x3
10,seats spacious and comfortable,Justin Mitchell,Australia,29th October 2015,,"I had not heard of the airline, and looked up Qatar Airways on Skytrax and was surprised to find a lot of positive reviews and a quick Google search gave me a lot of confidence. The flight itself was 2 international trips, Melbourne to Athens through Doha, and Madrid to Melbourne through Doha. The long legs between Melbourne and Doha were on the Boeing 777s in their 3x3x3 layout. Staff were extremely helpful and very accommodating, and a lot of diversity as well. Seats were spacious and comfortable and I never really felt uncomfortable or cramped. Food was pretty good and was delighted to be served several meals in my flight, with access to as much water, soda and snacks as I desired. In general, the staff were great, the planes were clean and tidy, the experience was top notch and I was extremely happy to fly with them. Best of all the flying was top notch without a single incident. Economy class took on a whole new meaning with Qatar and I'll fly with them again soon.",Qatar Airways ,Economy Class,Boeing 777,3x3x3
9,seat very comfy,Rebecca Hudson,United Kingdom,29th October 2015,,"Seat 22k I was in the window and as it wasn't a full flight we found the middle seat was free adding to the experience, making it feel like premium! At the bottom half of the wing, 3 rows from the toilets that I never heard once. Seemed to get fed our food first. Seat very comfy, could ask for nothing more, maybe the head support not to be totally fixed so I could lean on the window but it's so comfy I didn't mind. All window seats seem to have a aircon box by our feet reducing the space and not wide enough to fit a foot on the window side. Power didn't charge an iPad 4 but did an iPhone and blackberry.",Qatar Airways ,Economy Class,Boeing 787-800,3x3x3
9,Qatar Airways most certainly a cut above the rest,Gareth Bronkhorst,United Kingdom,19th September 2015,,"I recently had the pleasure to travel Business Class on Qatar Airways Boeing 787. The seat configuration is a 1x2x1, I chose the window seat. The seat itself is very comfortable and the offerings from Qatar Airways are most certainly a cut above the rest. You arrive to be immediately offered a cold towel and a beverage of your choice. I choose a glass of Champagne. This is served in a large champagne flute and it was just what you need to cool down after a very hot boarding procedure. I will focus more on seat quality in this review opposed to the entire service. The seat is comfortable to sit in and to relax in. It reclines into a fully flat position and it has various different settings. The only gripe I have is that the Fixed TV and tray table get very into the way of your sleep quality. Being very tall I kept banging my knee against the tray table that does fold away. That would be the only drawback I have, the rest of the seat is good and the quality of service from Qatar Airways is faultless. I will absolutely travel with Qatar again and in this seat. ",Qatar Airways ,Premium Economy,Boeing 787,1-2-1
8,great experience with Qatar Airways,Ali Mehar,United States,1st September 2015,,"I flew for the first time with Qatar Airways, JFK-DOH-LHE. The check-in process was very fast because I checked in online. Food was great, and cabin staff was very helpful. Even though my return flight was delayed 2hrs from Lahore due to mechanical issue, when we arrived at DOH ground staff expedited us to JFK flight. Overall, a great experience with Qatar Airways.",Qatar Airways ,Economy Class,Boeing 777-300,3x3x3
